x,y,pmi,count
is,wife,0.3781848129576317,23
wife,is,0.3781848129576317,23
every,s,0.3779619306191489,13
s,every,0.3779619306191489,13
bones,my,0.3779619306191489,5
commend,my,0.3779619306191489,5
fill,my,0.3779619306191489,5
my,bones,0.3779619306191489,5
my,commend,0.3779619306191489,5
my,fill,0.3779619306191489,5
my,seat,0.3779619306191489,5
my,womb,0.3779619306191489,5
seat,my,0.3779619306191489,5
womb,my,0.3779619306191489,5
such,such,0.377956658039438,6
master,sir,0.3778670339768171,6
sir,master,0.3778670339768171,6
art,there,0.37776312334540785,7
there,art,0.37776312334540785,7
mark,thou,0.3776983800170157,6
ne,thou,0.3776983800170157,6
thou,mark,0.3776983800170157,6
thou,ne,0.3776983800170157,6
child,he,0.37757544444796,9
he,child,0.37757544444796,9
speak,time,0.377550861509516,6
time,speak,0.377550861509516,6
men,of,0.377547988269873,55
of,men,0.377547988269873,55
do,well,0.37749397490223874,30
well,do,0.37749397490223874,30
point,to,0.3774334846218007,14
to,point,0.3774334846218007,14
ll,them,0.377392861550738,20
them,ll,0.377392861550738,20
a,fearful,0.3773086184037974,9
a,wear,0.3773086184037974,9
fearful,a,0.3773086184037974,9
wear,a,0.3773086184037974,9
tell,too,0.37725071071801286,6
too,tell,0.37725071071801286,6
and,begin,0.37724018287737665,12
and,five,0.37724018287737665,12
begin,and,0.37724018287737665,12
five,and,0.37724018287737665,12
stand,then,0.37720333744478307,6
then,stand,0.37720333744478307,6
house,our,0.37710860639807675,8
our,house,0.37710860639807675,8
before,his,0.3770655536612977,22
his,before,0.3770655536612977,22
alas,for,0.3770409540135014,7
for,alas,0.3770409540135014,7
had,we,0.3770349409781896,24
we,had,0.3770349409781896,24
that,voice,0.3768245371748865,6
voice,that,0.3768245371748865,6
fellow,is,0.37672988870945734,12
is,fellow,0.37672988870945734,12
is,truth,0.37672988870945734,10
truth,is,0.37672988870945734,10
show,thy,0.37672988870945734,8
thy,show,0.37672988870945734,8
is,souls,0.37672988870945734,6
is,virtue,0.37672988870945734,6
souls,is,0.37672988870945734,6
virtue,is,0.37672988870945734,6
lives,thy,0.37672988870945734,5
thy,lives,0.37672988870945734,5
age,your,0.37666680119018553,6
fly,your,0.37666680119018553,6
liege,your,0.37666680119018553,6
says,your,0.37666680119018553,6
your,age,0.37666680119018553,6
your,fly,0.37666680119018553,6
your,liege,0.37666680119018553,6
your,says,0.37666680119018553,6
known,not,0.3766615443105589,6
not,known,0.3766615443105589,6
not,tale,0.3766615443105589,6
tale,not,0.3766615443105589,6
should,we,0.37664030716466285,25
we,should,0.37664030716466285,25
say,why,0.3766352608668554,12
why,say,0.3766352608668554,12
see,these,0.37660372283395216,7
these,see,0.37660372283395216,7
his,lies,0.37650912247447776,8
lies,his,0.37650912247447776,8
many,more,0.37650912247447776,6
more,many,0.37650912247447776,6
had,which,0.37647969545371485,15
which,had,0.37647969545371485,15
have,mercy,0.3764775935999565,6
have,woe,0.3764775935999565,6
mercy,have,0.3764775935999565,6
woe,have,0.3764775935999565,6
again,yet,0.37640823813199253,5
yet,again,0.37640823813199253,5
i,see,0.37622725289331604,122
see,i,0.37622725289331604,122
he,power,0.37616768152356955,12
power,he,0.37616768152356955,12
it,it,0.3760865769223973,228
been,man,0.37593565491499403,5
man,been,0.37593565491499403,5
lords,you,0.37583467048934543,27
you,lords,0.37583467048934543,27
a,hadst,0.3757980273785589,7
hadst,a,0.3757980273785589,7
kind,this,0.3757980273785589,7
this,kind,0.3757980273785589,7
me,revenge,0.37574676552357555,5
revenge,me,0.37574676552357555,5
leave,thee,0.3756691348195456,9
thee,leave,0.3756691348195456,9
all,night,0.3756376668652355,12
night,all,0.3756376668652355,12
court,for,0.37559571313932044,6
duty,for,0.37559571313932044,6
for,court,0.37559571313932044,6
for,duty,0.37559571313932044,6
for,sure,0.37559571313932044,6
sure,for,0.37559571313932044,6
unto,would,0.37559571313932044,5
would,unto,0.37559571313932044,5
mercy,what,0.37552020664425423,5
what,mercy,0.37552020664425423,5
duty,you,0.3754604399776901,10
you,duty,0.3754604399776901,10
are,yet,0.37541126018182136,22
yet,are,0.37541126018182136,22
he,sure,0.37532520893754917,5
sure,he,0.37532520893754917,5
god,would,0.37528976421373805,11
would,god,0.37528976421373805,11
house,or,0.3752707091062649,6
or,house,0.3752707091062649,6
now,tis,0.37525529749854913,17
tis,now,0.37525529749854913,17
night,to,0.37521202462784264,65
to,night,0.37521202462784264,65
harm,to,0.37521202462784264,10
presently,to,0.37521202462784264,10
to,harm,0.37521202462784264,10
to,presently,0.37521202462784264,10
babe,to,0.37521202462784264,5
brain,to,0.37521202462784264,5
prepared,to,0.37521202462784264,5
tedious,to,0.37521202462784264,5
to,babe,0.37521202462784264,5
to,brain,0.37521202462784264,5
to,prepared,0.37521202462784264,5
to,tedious,0.37521202462784264,5
ah,my,0.37515095328532044,14
my,ah,0.37515095328532044,14
entreat,my,0.37515095328532044,7
my,entreat,0.37515095328532044,7
my,voice,0.37515095328532044,7
voice,my,0.37515095328532044,7
in,name,0.3751475856302485,32
name,in,0.3751475856302485,32
in,rome,0.3751475856302485,16
rome,in,0.3751475856302485,16
charge,in,0.3751475856302485,8
in,charge,0.3751475856302485,8
name,o,0.3751114411100742,10
o,name,0.3751114411100742,10
and,water,0.37510605336469083,14
water,and,0.37510605336469083,14
and,drop,0.37510605336469083,7
and,humour,0.37510605336469083,7
and,quite,0.37510605336469083,7
and,tongues,0.37510605336469083,7
drop,and,0.37510605336469083,7
humour,and,0.37510605336469083,7
quite,and,0.37510605336469083,7
tongues,and,0.37510605336469083,7
rest,will,0.37504151786029805,8
will,rest,0.37504151786029805,8
let,out,0.37493547598896104,11
out,let,0.37493547598896104,11
gone,thee,0.37490854884247854,7
thee,gone,0.37490854884247854,7
ear,your,0.37489777845133887,5
heavens,your,0.37489777845133887,5
your,ear,0.37489777845133887,5
your,heavens,0.37489777845133887,5
me,mean,0.37473560212871326,11
mean,me,0.37473560212871326,11
noise,the,0.37470305995138536,10
the,noise,0.37470305995138536,10
contented,the,0.37470305995138536,5
naples,the,0.37470305995138536,5
passage,the,0.37470305995138536,5
scene,the,0.37470305995138536,5
the,contented,0.37470305995138536,5
the,naples,0.37470305995138536,5
the,passage,0.37470305995138536,5
the,scene,0.37470305995138536,5
claudio,for,0.37467851220304704,11
for,claudio,0.37467851220304704,11
sound,this,0.37466852223758906,6
sword,this,0.37466852223758906,6
this,sound,0.37466852223758906,6
this,sword,0.37466852223758906,6
call,know,0.3745963158921431,5
know,call,0.3745963158921431,5
make,sweet,0.3744331110030401,5
sweet,make,0.3744331110030401,5
been,he,0.3743643800458517,21
he,been,0.3743643800458517,21
not,st,0.37427624104218576,31
st,not,0.37427624104218576,31
how,look,0.37427624104218576,8
look,how,0.37427624104218576,8
fair,hath,0.37421350891988936,6
hath,fair,0.37421350891988936,6
best,do,0.374140332894651,6
do,best,0.374140332894651,6
fear,o,0.3740636855188805,9
o,fear,0.3740636855188805,9
that,twas,0.37403163699071645,10
twas,that,0.37403163699071645,10
book,that,0.37403163699071645,5
doing,that,0.37403163699071645,5
that,book,0.37403163699071645,5
that,doing,0.37403163699071645,5
thus,we,0.37400848634800177,13
we,thus,0.37400848634800177,13
and,sit,0.3739967437401004,23
sit,and,0.3739967437401004,23
go,therefore,0.37396267100552855,5
therefore,go,0.37396267100552855,5
better,was,0.37386864412638887,5
was,better,0.37386864412638887,5
no,way,0.3737495726293672,10
way,no,0.3737495726293672,10
dear,so,0.37372938245489906,9
so,dear,0.37372938245489906,9
but,didst,0.373668121463592,5
but,report,0.373668121463592,5
didst,but,0.373668121463592,5
report,but,0.373668121463592,5
she,still,0.37354284179910374,5
still,she,0.37354284179910374,5
no,sir,0.37353127934409613,39
sir,no,0.37353127934409613,39
alone,d,0.37343012099164397,5
d,alone,0.37343012099164397,5
d,late,0.37343012099164397,5
late,d,0.37343012099164397,5
man,there,0.37334403452536274,12
there,man,0.37334403452536274,12
come,know,0.3733417329824037,17
know,come,0.3733417329824037,17
a,neck,0.37309213400263397,5
a,prisoner,0.37309213400263397,5
a,rough,0.37309213400263397,5
a,won,0.37309213400263397,5
deep,this,0.37309213400263397,5
neck,a,0.37309213400263397,5
prisoner,a,0.37309213400263397,5
rough,a,0.37309213400263397,5
this,deep,0.37309213400263397,5
won,a,0.37309213400263397,5
s,soul,0.3729350117741976,17
soul,s,0.3729350117741976,17
foul,so,0.372910730974219,5
proud,so,0.372910730974219,5
so,foul,0.372910730974219,5
so,proud,0.372910730974219,5
my,oath,0.3726112122350477,11
oath,my,0.3726112122350477,11
me,sword,0.37257671873406895,7
sword,me,0.37257671873406895,7
will,without,0.3725668987324427,5
without,will,0.3725668987324427,5
deep,with,0.37256481573033995,6
with,deep,0.37256481573033995,6
leave,sir,0.37250530560470896,7
sir,leave,0.37250530560470896,7
on,their,0.37245547214823327,24
their,on,0.37245547214823327,24
and,arms,0.3722767633458266,27
arms,and,0.3722767633458266,27
and,drink,0.3722767633458266,9
drink,and,0.3722767633458266,9
better,would,0.3722420711317327,5
would,better,0.3722420711317327,5
found,that,0.37217963212912303,9
spirit,that,0.37217963212912303,9
that,found,0.37217963212912303,9
that,spirit,0.37217963212912303,9
at,two,0.37215465904140144,5
hence,here,0.37215465904140144,5
here,hence,0.37215465904140144,5
two,at,0.37215465904140144,5
like,one,0.3721458147505132,12
one,like,0.3721458147505132,12
remember,you,0.37210679797010227,12
you,remember,0.37210679797010227,12
company,you,0.37210679797010227,9
you,company,0.37210679797010227,9
as,warrant,0.37205478104822776,5
warrant,as,0.37205478104822776,5
is,knows,0.37198345368499564,7
knows,is,0.37198345368499564,7
born,he,0.3719715669299614,6
he,born,0.3719715669299614,6
have,husband,0.37192996584923577,10
husband,have,0.37192996584923577,10
can,if,0.37190656699241575,16
if,can,0.37190656699241575,16
hear,them,0.3718129841699013,8
them,hear,0.3718129841699013,8
is,too,0.37178262386319566,47
is,who,0.37178262386319566,47
too,is,0.37178262386319566,47
who,is,0.37178262386319566,47
could,do,0.37176063114929625,7
do,could,0.37176063114929625,7
oath,thou,0.37174904750381443,5
thou,oath,0.37174904750381443,5
has,her,0.3717053888476427,5
her,has,0.3717053888476427,5
hear,not,0.37170520541716967,34
not,hear,0.37170520541716967,34
man,see,0.37169083693751037,9
see,man,0.37169083693751037,9
me,villain,0.3715908057524179,8
villain,me,0.3715908057524179,8
come,to,0.3715777399727485,221
to,come,0.3715777399727485,221
eyes,with,0.37157214219666224,19
with,eyes,0.37157214219666224,19
thee,word,0.371502300150567,7
word,thee,0.371502300150567,7
are,many,0.37150118698741363,8
many,are,0.37150118698741363,8
best,we,0.3714310634601911,7
we,best,0.3714310634601911,7
not,shame,0.3713973043182017,12
shame,not,0.3713973043182017,12
him,to,0.371387524122462,428
to,him,0.371387524122462,428
in,thought,0.37138743675694164,15
thought,in,0.37138743675694164,15
almost,in,0.37138743675694164,5
ancient,in,0.37138743675694164,5
in,almost,0.37138743675694164,5
in,ancient,0.37138743675694164,5
consul,i,0.37133475060710475,11
feel,i,0.37133475060710475,11
i,consul,0.37133475060710475,11
i,feel,0.37133475060710475,11
i,want,0.37133475060710475,11
want,i,0.37133475060710475,11
meet,s,0.3712285479601804,10
s,meet,0.3712285479601804,10
s,sight,0.3712285479601804,6
sight,s,0.3712285479601804,6
poor,thy,0.3711974001094963,12
thy,poor,0.3711974001094963,12
friend,so,0.37081268591852734,7
so,friend,0.37081268591852734,7
from,hand,0.3706215674534055,8
hand,from,0.3706215674534055,8
as,proud,0.37058009548222204,6
proud,as,0.37058009548222204,6
death,for,0.3705749117642697,44
for,death,0.3705749117642697,44
honour,upon,0.37052826108675524,5
upon,honour,0.37052826108675524,5
of,witness,0.3705060482395569,7
witness,of,0.3705060482395569,7
and,flesh,0.3704858557279456,11
flesh,and,0.3704858557279456,11
should,that,0.3704669563876831,70
that,should,0.3704669563876831,70
must,speak,0.37045052109157706,8
speak,must,0.37045052109157706,8
his,tongue,0.37043497476228454,12
tongue,his,0.37043497476228454,12
break,his,0.37043497476228454,6
his,break,0.37043497476228454,6
d,ne,0.37042461085191875,6
ne,d,0.37042461085191875,6
he,him,0.37041215957444007,139
him,he,0.37041215957444007,139
country,your,0.3703816772863751,7
your,country,0.3703816772863751,7
her,long,0.370230703281637,7
long,her,0.370230703281637,7
must,you,0.3701460972045743,85
you,must,0.3701460972045743,85
no,tongue,0.37011528797427307,7
tongue,no,0.37011528797427307,7
hereford,is,0.3700993098104442,5
is,hereford,0.3700993098104442,5
aid,to,0.3700723849754316,6
bona,to,0.3700723849754316,6
to,aid,0.3700723849754316,6
to,bona,0.3700723849754316,6
they,yet,0.369950208622162,15
yet,they,0.369950208622162,15
breath,with,0.3698756772195588,7
with,breath,0.3698756772195588,7
it,sun,0.3698446262431109,9
sun,it,0.3698446262431109,9
o,wife,0.3698329826992802,8
wife,o,0.3698329826992802,8
honour,than,0.36944116544554106,6
than,honour,0.36944116544554106,6
come,here,0.36936175885723127,25
here,come,0.36936175885723127,25
tongue,your,0.3692312276549426,13
your,tongue,0.3692312276549426,13
fall,thou,0.3692240724733108,7
thou,fall,0.3692240724733108,7
like,never,0.3691052341959506,6
never,like,0.3691052341959506,6
ll,say,0.36908212297640947,19
say,ll,0.36908212297640947,19
new,this,0.36906464471959044,7
this,new,0.36906464471959044,7
such,these,0.3689709344193209,6
these,such,0.3689709344193209,6
see,st,0.36896370407108586,5
st,see,0.36896370407108586,5
came,he,0.36894511229977356,11
he,came,0.36894511229977356,11
bring,on,0.3688211874931392,5
on,bring,0.3688211874931392,5
can,thee,0.3687964067746421,15
thee,can,0.3687964067746421,15
dost,thee,0.3687964067746421,5
thee,dost,0.3687964067746421,5
be,heavens,0.3687592383479086,5
be,unless,0.3687592383479086,5
heavens,be,0.3687592383479086,5
unless,be,0.3687592383479086,5
man,this,0.3687388423923055,41
this,man,0.3687388423923055,41
are,our,0.36872967482530605,44
our,are,0.36872967482530605,44
him,left,0.36868491103608875,5
left,him,0.36868491103608875,5
case,the,0.3686710951814723,13
the,case,0.3686710951814723,13
but,since,0.368613930799534,13
since,but,0.368613930799534,13
father,father,0.3685695740420322,8
by,child,0.36853010331431774,5
child,by,0.36853010331431774,5
for,part,0.3684407822515838,14
part,for,0.3684407822515838,14
all,these,0.368413789401405,19
these,all,0.368413789401405,19
she,when,0.3683440428268939,17
when,she,0.3683440428268939,17
d,years,0.3682904813392329,7
years,d,0.3682904813392329,7
my,within,0.36820209332999254,18
within,my,0.36820209332999254,18
she,why,0.36820209332999254,14
why,she,0.36820209332999254,14
fault,my,0.36820209332999254,10
my,fault,0.36820209332999254,10
thee,those,0.36812255949918643,7
those,thee,0.36812255949918643,7
pleasure,to,0.3681116842099036,13
to,pleasure,0.3681116842099036,13
upon,very,0.36805364195889984,5
very,upon,0.36805364195889984,5
end,s,0.36802340808496903,9
s,end,0.36802340808496903,9
shall,you,0.36782293524355,194
you,shall,0.36782293524355,194
a,wife,0.36781367559184,32
wife,a,0.36781367559184,32
this,wife,0.36781367559184,16
wife,this,0.36781367559184,16
by,none,0.36772510867808794,7
none,by,0.36772510867808794,7
brother,york,0.3674603433940824,5
york,brother,0.3674603433940824,5
cause,you,0.36736036294564056,21
you,cause,0.36736036294564056,21
as,words,0.367247043958324,11
words,as,0.367247043958324,11
in,ten,0.36712961361440033,7
ten,in,0.36712961361440033,7
do,must,0.36703999247671193,21
must,do,0.36703999247671193,21
duke,gloucester,0.36703852343179977,9
gloucester,duke,0.36703852343179977,9
take,them,0.3670344101324816,10
them,take,0.3670344101324816,10
cousin,what,0.36703209641873535,8
welcome,what,0.36703209641873535,8
what,cousin,0.36703209641873535,8
what,welcome,0.36703209641873535,8
let,make,0.3669665463176857,15
make,let,0.3669665463176857,15
a,breast,0.3668431847256325,6
a,vow,0.3668431847256325,6
a,wise,0.3668431847256325,6
breast,a,0.3668431847256325,6
this,told,0.3668431847256325,6
told,this,0.3668431847256325,6
vow,a,0.3668431847256325,6
wise,a,0.3668431847256325,6
thy,upon,0.36682160004920833,30
upon,thy,0.36682160004920833,30
bear,which,0.3667198581645586,6
stand,which,0.3667198581645586,6
which,bear,0.3667198581645586,6
which,stand,0.3667198581645586,6
doth,on,0.36665512573663156,10
on,doth,0.36665512573663156,10
better,they,0.3665965666145742,5
they,better,0.3665965666145742,5
go,her,0.3665657491952316,25
her,go,0.3665657491952316,25
her,part,0.3665657491952316,6
part,her,0.3665657491952316,6
as,she,0.36645090353022924,55
she,as,0.36645090353022924,55
thee,thine,0.3664425013811648,6
thine,thee,0.3664425013811648,6
bed,he,0.36643907833000033,9
he,bed,0.36643907833000033,9
promised,to,0.36643810032033747,7
to,promised,0.36643810032033747,7
of,want,0.36635008846839917,8
want,of,0.36635008846839917,8
from,himself,0.3662761722939542,5
himself,from,0.3662761722939542,5
cause,the,0.36612177014777186,41
the,cause,0.36612177014777186,41
die,thou,0.3660883586204523,14
thou,die,0.3660883586204523,14
d,fear,0.36604218736943117,17
fear,d,0.36604218736943117,17
been,she,0.36579602356411417,7
she,been,0.36579602356411417,7
at,heaven,0.3657806429580919,6
heaven,at,0.3657806429580919,6
city,is,0.3657345044079941,9
is,city,0.3657345044079941,9
is,sleep,0.3657345044079941,9
sleep,is,0.3657345044079941,9
i,leave,0.36572772740672854,59
leave,i,0.36572772740672854,59
hate,your,0.3657268151261727,8
your,hate,0.3657268151261727,8
again,their,0.36569349647803556,6
their,again,0.36569349647803556,6
house,if,0.3656576177154143,8
if,house,0.3656576177154143,8
so,well,0.3656114922327196,43
well,so,0.3656114922327196,43
for,heard,0.3656114922327196,12
heard,for,0.3656114922327196,12
for,things,0.3656114922327196,9
things,for,0.3656114922327196,9
against,will,0.3654961999540676,12
will,against,0.3654961999540676,12
but,nay,0.3654846724093908,16
nay,but,0.3654846724093908,16
desire,you,0.3654762190710892,10
you,desire,0.3654762190710892,10
brave,s,0.3654762190710892,5
bride,you,0.3654762190710892,5
s,brave,0.3654762190710892,5
stood,you,0.3654762190710892,5
you,bride,0.3654762190710892,5
you,stood,0.3654762190710892,5
d,full,0.36546119132036864,9
full,d,0.36546119132036864,9
pray,your,0.365418257754825,21
your,pray,0.365418257754825,21
cry,i,0.3654143836110986,17
i,cry,0.3654143836110986,17
half,he,0.3653409880309483,5
he,half,0.3653409880309483,5
he,lose,0.3653409880309483,5
lose,he,0.3653409880309483,5
now,since,0.365217063224314,6
since,now,0.365217063224314,6
have,three,0.3651965831902674,8
three,have,0.3651965831902674,8
point,with,0.36507679433779006,5
with,point,0.36507679433779006,5
to,yield,0.36499285944615656,15
yield,to,0.36499285944615656,15
general,the,0.3649432226622291,20
the,general,0.3649432226622291,20
mayor,the,0.3649432226622291,12
the,mayor,0.3649432226622291,12
beggar,the,0.3649432226622291,8
carry,the,0.3649432226622291,8
malice,the,0.3649432226622291,8
the,beggar,0.3649432226622291,8
the,carry,0.3649432226622291,8
the,malice,0.3649432226622291,8
his,life,0.36490248616232357,26
life,his,0.36490248616232357,26
our,stand,0.3648741499810651,8
stand,our,0.3648741499810651,8
mistress,our,0.3648741499810651,5
our,mistress,0.3648741499810651,5
shall,where,0.36481276126347,21
where,shall,0.36481276126347,21
shall,stay,0.36481276126347,9
stay,shall,0.36481276126347,9
had,men,0.364800484561178,5
men,had,0.364800484561178,5
find,me,0.36475138122211237,12
me,find,0.36475138122211237,12
earth,s,0.3645979690611673,13
s,earth,0.3645979690611673,13
d,till,0.36447527833871757,15
till,d,0.36447527833871757,15
d,purpose,0.36447527833871757,5
purpose,d,0.36447527833871757,5
but,hear,0.36432809520944864,25
hear,but,0.36432809520944864,25
but,comes,0.36432809520944864,15
comes,but,0.36432809520944864,15
but,found,0.36432809520944864,5
but,free,0.36432809520944864,5
but,sin,0.36432809520944864,5
found,but,0.36432809520944864,5
free,but,0.36432809520944864,5
sin,but,0.36432809520944864,5
be,ne,0.36424313718294477,7
ne,be,0.36424313718294477,7
my,words,0.3641993508763187,24
words,my,0.3641993508763187,24
indeed,is,0.3640673450405311,13
is,indeed,0.3640673450405311,13
fear,one,0.3640032423947189,5
one,fear,0.3640032423947189,5
in,looks,0.3639634186777348,10
looks,in,0.3639634186777348,10
take,then,0.3638393758868016,12
then,take,0.3638393758868016,12
know,we,0.3638145715795269,25
we,know,0.3638145715795269,25
face,it,0.36377047853091765,14
it,face,0.36377047853091765,14
find,it,0.36377047853091765,12
it,find,0.36377047853091765,12
it,pity,0.36377047853091765,8
pity,it,0.36377047853091765,8
it,over,0.36377047853091765,6
over,it,0.36377047853091765,6
dream,it,0.36377047853091765,5
it,dream,0.36377047853091765,5
a,cold,0.36375210774849065,10
cold,a,0.36375210774849065,10
brought,this,0.36375210774849065,5
married,this,0.36375210774849065,5
this,brought,0.36375210774849065,5
this,married,0.36375210774849065,5
france,to,0.36373220694441255,16
service,to,0.36373220694441255,16
to,france,0.36373220694441255,16
to,service,0.36373220694441255,16
dry,to,0.36373220694441255,8
kneel,to,0.36373220694441255,8
lead,to,0.36373220694441255,8
plain,to,0.36373220694441255,8
to,dry,0.36373220694441255,8
to,kneel,0.36373220694441255,8
to,lead,0.36373220694441255,8
to,plain,0.36373220694441255,8
sea,thy,0.36356844265148647,5
thy,sea,0.36356844265148647,5
but,himself,0.36355875137335236,12
himself,but,0.36355875137335236,12
st,was,0.36355237565041265,8
was,st,0.36355237565041265,8
daughter,she,0.3634032104482239,5
she,daughter,0.3634032104482239,5
content,i,0.3633658209358294,18
i,content,0.3633658209358294,18
in,saw,0.3632947588352485,11
saw,in,0.3632947588352485,11
peace,they,0.3632686232656467,5
they,peace,0.3632686232656467,5
hands,with,0.36322478947619663,12
with,hands,0.36322478947619663,12
thanks,with,0.36322478947619663,6
with,thanks,0.36322478947619663,6
hath,much,0.3631672734408137,7
much,hath,0.3631672734408137,7
my,sweet,0.363152100593351,38
sweet,my,0.363152100593351,38
banish,that,0.3630362526892533,9
that,banish,0.3630362526892533,9
against,thy,0.3630286110320692,12
thy,against,0.3630286110320692,12
pray,what,0.36300364922225825,15
what,pray,0.36300364922225825,15
bloody,d,0.36300059277271185,6
d,bloody,0.36300059277271185,6
d,means,0.36300059277271185,6
means,d,0.36300059277271185,6
stay,thou,0.3629751231963093,15
thou,stay,0.3629751231963093,15
else,thou,0.3629751231963093,11
thou,else,0.3629751231963093,11
have,hope,0.3629751231963093,10
hope,have,0.3629751231963093,10
canst,have,0.3629751231963093,5
have,canst,0.3629751231963093,5
have,purpose,0.3629751231963093,5
purpose,have,0.3629751231963093,5
your,your,0.3628840562103132,200
if,she,0.36286471753124405,31
she,if,0.36286471753124405,31
were,were,0.36285034385860193,12
best,the,0.3628502331563853,46
the,best,0.3628502331563853,46
take,will,0.3628070614432864,22
will,take,0.3628070614432864,22
little,lord,0.36266960473003157,6
lord,little,0.36266960473003157,6
en,you,0.3626652417372607,7
you,en,0.3626652417372607,7
and,lips,0.3625169260566703,14
lips,and,0.3625169260566703,14
and,pay,0.3625169260566703,10
pay,and,0.3625169260566703,10
and,cheeks,0.3625169260566703,8
and,fought,0.3625169260566703,8
cheeks,and,0.3625169260566703,8
fought,and,0.3625169260566703,8
and,courage,0.3625169260566703,6
and,fury,0.3625169260566703,6
and,keeps,0.3625169260566703,6
and,princes,0.3625169260566703,6
and,rotten,0.3625169260566703,6
courage,and,0.3625169260566703,6
fury,and,0.3625169260566703,6
keeps,and,0.3625169260566703,6
princes,and,0.3625169260566703,6
rotten,and,0.3625169260566703,6
come,ere,0.3624497644409013,5
ere,come,0.3624497644409013,5
ere,from,0.3624497644409013,5
from,ere,0.3624497644409013,5
friar,this,0.3624340658205774,14
this,friar,0.3624340658205774,14
s,true,0.3624100829129918,26
true,s,0.3624100829129918,26
how,much,0.3622117296408051,8
much,how,0.3622117296408051,8
is,since,0.3621303801391689,18
since,is,0.3621303801391689,18
d,turn,0.361950303308214,7
turn,d,0.361950303308214,7
do,pardon,0.36178989450822174,6
pardon,do,0.36178989450822174,6
be,gentlemen,0.36175433677925006,6
gentlemen,be,0.36175433677925006,6
play,the,0.36173808278701775,30
the,play,0.36173808278701775,30
the,watch,0.36173808278701775,15
watch,the,0.36173808278701775,15
slaughter,to,0.36163921743856875,9
to,slaughter,0.36163921743856875,9
to,witness,0.36163921743856875,9
witness,to,0.36163921743856875,9
cousin,your,0.3616213674393455,11
your,cousin,0.3616213674393455,11
let,take,0.36157151443097957,11
take,let,0.36157151443097957,11
if,might,0.361541051520582,6
might,if,0.361541051520582,6
death,some,0.36133222053440633,7
some,death,0.36133222053440633,7
him,means,0.3612608929568818,5
him,present,0.3612608929568818,5
means,him,0.3612608929568818,5
present,him,0.3612608929568818,5
a,twas,0.361239307207634,11
twas,a,0.361239307207634,11
hate,i,0.3611997591793217,24
i,hate,0.3611997591793217,24
yes,you,0.3611114136686391,9
you,yes,0.3611114136686391,9
fair,she,0.36102350870286926,7
she,fair,0.36102350870286926,7
be,thus,0.3609996980456685,23
thus,be,0.3609996980456685,23
charge,his,0.3608896568560541,5
france,his,0.3608896568560541,5
his,charge,0.3608896568560541,5
his,france,0.3608896568560541,5
his,report,0.3608896568560541,5
report,his,0.3608896568560541,5
mine,son,0.3606950368743508,5
son,mine,0.3606950368743508,5
a,mother,0.360682876020814,30
mother,a,0.360682876020814,30
all,are,0.36062815639345175,50
are,all,0.36062815639345175,50
learn,of,0.3605977595793079,10
of,learn,0.3605977595793079,10
fond,of,0.3605977595793079,5
force,of,0.3605977595793079,5
making,of,0.3605977595793079,5
of,fond,0.3605977595793079,5
of,force,0.3605977595793079,5
of,making,0.3605977595793079,5
of,ours,0.3605977595793079,5
of,summer,0.3605977595793079,5
ours,of,0.3605977595793079,5
summer,of,0.3605977595793079,5
me,rest,0.36059542145095463,13
rest,me,0.36059542145095463,13
know,know,0.3605856014493284,10
guilty,the,0.36057841725977907,11
small,the,0.36057841725977907,11
the,guilty,0.36057841725977907,11
the,small,0.36057841725977907,11
go,must,0.3603712321646976,11
must,go,0.3603712321646976,11
thy,within,0.36033947252128795,6
within,thy,0.36033947252128795,6
this,true,0.36024617967240186,21
true,this,0.36024617967240186,21
now,part,0.36022101573122167,5
on,part,0.36022101573122167,5
part,now,0.36022101573122167,5
part,on,0.36022101573122167,5
any,hath,0.3602027944770746,6
hath,any,0.3602027944770746,6
prince,was,0.36016736644900077,6
was,prince,0.36016736644900077,6
crown,to,0.35997205807110577,40
to,crown,0.35997205807110577,40
consent,to,0.35997205807110577,10
prayers,to,0.35997205807110577,10
to,consent,0.35997205807110577,10
to,prayers,0.35997205807110577,10
i,move,0.3599052888263229,10
i,speech,0.3599052888263229,10
move,i,0.3599052888263229,10
speech,i,0.3599052888263229,10
babe,i,0.3599052888263229,5
devise,i,0.3599052888263229,5
i,babe,0.3599052888263229,5
i,devise,0.3599052888263229,5
i,passing,0.3599052888263229,5
passing,i,0.3599052888263229,5
fortune,s,0.35979908617939865,10
royal,s,0.35979908617939865,10
s,fortune,0.35979908617939865,10
s,royal,0.35979908617939865,10
speak,them,0.3597839164925434,10
them,speak,0.3597839164925434,10
may,where,0.3597778487661617,10
where,may,0.3597778487661617,10
that,touch,0.3596565120378727,8
touch,that,0.3596565120378727,8
end,will,0.359601921568075,5
will,end,0.359601921568075,5
be,enough,0.3595882750227424,8
enough,be,0.3595882750227424,8
o,tell,0.3595460384332735,14
tell,o,0.3595460384332735,14
back,my,0.3595159141449,22
my,back,0.3595159141449,22
god,if,0.35949730901059573,16
if,god,0.35949730901059573,16
boy,thee,0.35945638052049866,5
thee,boy,0.35945638052049866,5
are,eyes,0.359436675586033,8
eyes,are,0.359436675586033,8
fire,the,0.35919089377313784,25
maid,the,0.35919089377313784,25
the,fire,0.35919089377313784,25
the,maid,0.35919089377313784,25
